"Microsoft Surface Laptop 5 15'' (512GB SSD, Intel Core i7-1255U, 1.7GHz, 16GB...","$1,500.00",US,"$1,000.00",US,,New,https://www.ebay.com/itm/304992079545?epid=11057467050&hash=item4702f1ceb9%3Ag%3AoY8AAOSwXF1kjL4l&amdata=enc%3AAQAIAAAA4I7FjU9mlYyKKEiqoouzzm%2B8QedF%2FE7vQPGJhQlmZYn%2B1Xu9gwXlE%2BgvSEoztxcaDx5Eo4JW6KEKAaObgBvBIfxRYzsfHDXgnmqKNwyMd5K5n%2BSUp2jpFdqOvqe%2Fv%2FSt6NSbUxFzPc%2Fl8Z0F4diTQVRmCwMg4y9ZDLqcXw0EI69XqCgTQ5NlFhGdOwkDAEWXCY%2BZ7AEa9c76FncfUR3Q1SvwWnw29cmpdwTunKyWm%2B5ORigLRxeazz9O2xgORMm6LIfu5jVtIRTxMGU8gRKBhUA%2FR3y8jJc%2Bebn9oYeUhMKp%7Ctkp%3ABk9SR4DVvIGcYg&LH_Auction=1
MSI GS65 STEALTH Intel i7 8750H 16GB RAM Nvidia GTX1060 6GB VRAM NO BATTERY,,,$188.00,US,,Used,https://www.ebay.com/itm/115834691204?epid=25032156722&hash=item1af8491e84%3Ag%3Aup8AAOSwVDNkjL6z&amdata=enc%3AAQAIAAAAwPZ9lPzOaw3blRHIcHozB3dZvneyQULajaDB87W1YrzIeJmaom3e9OOfqdNoq4C%2BPbH20xvJzpNhCIKvcxlmZ66gWRtbIfARyfc71QHx8OU4cCb4ePF3nM7tYUJf8fLLBp51nYuIlVy2YXDtru0zWnwJ29wTR3tg5dp3h2SkNOfgx%2B1vA1cgZ7zFsqo2pHKKDlUOcEhZqrcDliThrH55etDdMUqwAD%2Bu04Jvy8Io9UXFkC8JhV4RW7nijOV4239Tkg%3D%3D%7Ctkp%3ABk9SR4DVvIGcYg&LH_Auction=1
"Lenovo Slim 7 ProX 14ARH7 82V2 14.0"" Laptop AMD Ryzen 9 6900HS 32GB RAM 1TB SSD",,,$700.00,US,,Used,https://www.ebay.com/itm/266304844441?hash=item3e01017299%3Ag%3AcKQAAOSw00FjkNFc&amdata=enc%3AAQAIAAAAwL%2FZbR%2F3E5ODRj6tm5iZDmDBWHQ%2BsOqRGHLsjdSb6%2BobgcxJgW%2B1Zcai4BGbNTw4oXUVmKkXy9KfzAjKbpMFrwBPwxAiRX2NHZBnr0pWauEixNZ%2F2sGFJzEhTjk3B7giSbn9utMtMcPXBNPjM3GNy1EmxCx6D2IdqdjgqTTA7IprjZAL%2B16o4rbaWT%2Bp0YyOQ%2BYcCSXQfwe0Phe53H7cEQWlkchST9yWwYA8Gl4xUH0%2BzKo5UARRA9qdg10%2F7UyJVA%3D%3D%7Ctkp%3ABk9SR4DVvIGcYg&LH_Auction=1
"Dell Latitude E5420 14 inch (256GB, Intel Core i7 11th Gen., 3.00GHz, 16GB)...",$600.00,US,$400.00,US,,Used,https://www.ebay.com/itm/235053107532?hash=item36ba41c94c%3Ag%3ArR8AAOSwVQ1kjLyB&amdata=enc%3AAQAIAAAAwAjf0p2WnA06fUepSsBCu%2BdPDWqA%2FZEBl9G0fKxLfMZiQE5%2BYj8DIUTIV1T%2FwTzi1C%2FUlaT%2BOEjtA4q0I9MuBwU6EVHOeyNS47rCUNJWnfN%2BlFGExayRD9QQ4oFwPXeEUVe2ULaWPNgCXkiISpU%2FUz1ThLVNYbJLANR5lxzx9f6d7TUhN1ELUT5I4v9VwJKMOdi%2B3a815HiQ2861GrpFI3hwk5PTGZWPL0IUnon%2BdovqKxWqffO%2FPHxFDRj4dC8jFg%3D%3D%7Ctkp%3ABk9SR4DVvIGcYg&LH_Auction=1
,,,,,,,https://ebay.com/itm/123456?hash=item28caef0a3a:g:E3kAAOSwlGJiMikD&amdata=enc%3AAQAHAAAAsJoWXGf0hxNZspTmhb8%2FTJCCurAWCHuXJ2Xi3S9cwXL6BX04zSEiVaDMCvsUbApftgXEAHGJU1ZGugZO%2FnW1U7Gb6vgoL%2BmXlqCbLkwoZfF3AUAK8YvJ5B4%2BnhFA7ID4dxpYs4jjExEnN5SR2g1mQe7QtLkmGt%2FZ%2FbH2W62cXPuKbf550ExbnBPO2QJyZTXYCuw5KVkMdFMDuoB4p3FwJKcSPzez5kyQyVjyiIq6PB2q%7Ctkp%3ABlBMULq7kqyXYA
"LG UltraPC 15.6"" FHD I7-1165G7 16GB 512GB SSD GTX 1650 TI 15U70P-P.AAE8U1 B+",,,$425.00,US,,Used,https://www.ebay.com/itm/266304844440?epid=13054368866&hash=item3e01017298%3Ag%3A7q4AAOSwBfdi6UGH&amdata=enc%3AAQAIAAAA4PdMFUgwOcbo8bX87ZVPVfVVO59rpR%2BLBTux0MKBvKoD%2FFnNHTpL7nyZ1g4kyNu4YQu7i9350wdga1NPX1t4ZSQBy6cUhywGXhGc4ad67gP0L8eHlAO906Dfqtf1OvcldwnRDFebWuMop2L05YlDRZ6tnx9xOOSwmdoq4rbmqb6URxFbe0ftXJW6vZUNqKpHTAGT6QGAKS63pKSMmHHFbfSJBBaxVtmcS0jxdm2JK%2FQSF%2B8To%2FIF1oBS2Mqxq7ISEvWqndjYxb0NrGakaAbc%2F8oDP25g8mMZPSPrriMeD9Bg%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Chromebook C720 11.6"" (16GB SSD Intel Celeron 2955U 1.4GHz 2GB) Laptop Gray",,,$19.30,US,,Used,https://www.ebay.com/itm/225621866512?epid=2235207335&hash=item34881c7810%3Ag%3A-MMAAOSw865kjLdQ&amdata=enc%3AAQAIAAAA4Ni%2BwR4zR8INKgoAVfyKyi9%2BHmhb2MDqlc%2FkOvHDIY85Ogb1PwKiyZRdzHG0P8q3O9%2B%2BCJ8bnD7MHpuvkWjt72783KlslL884llau%2BH8ooQ2GrDNlN7AKdCbxzVRXqOT7Kbqp2Yu5QtQAMBehWrdrEw7FcQrs2yYC2uPri8o0A09zDJL0CuONUWJPg1wQsoRKCyyd36meW0TtfCmeq34UmHTeVCzou16hUjfDRwoI06X5oeyRvaKtuUiM6oJTS%2BAaIFl7vobrob7%2BesNMvby5nRzC7qoFOoRaXGrGLgyQZK2%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Lenovo Thinkpad X1 G6 14""(512GB SSD, Intel Core i7 8th Gen., 4.2Ghz, 16GB). ",,,$135.50,US,,Used,https://www.ebay.com/itm/325696855979?hash=item4bd50b9fab%3Ag%3AIvsAAOSw9%7EFkjLQv&amdata=enc%3AAQAIAAAA4EWY%2B7%2Bwf1lRjIBHHmQa%2BjTN5BbUq5TtTsjn%2B6Bqqb1vSOK7TJTE6GnDeTgi6HSM%2F17iwyKbI57DDoA923bOo12gHH0uWmbAkG1mt0fhSoB2Vb%2Fib5lx%2FRymCyMw9zLvQvl50OytJQV4H1Sx4WrCQAE6fo9muzjpnqMGSglZZQLHowwdLtLYB8wvPGNTJsQ2aqwwbwJT%2FPaQ7iyxkaX8T2g97KA3%2Fnefn0hDSc2T2HHU4idqLHu37W46b%2Bz2TnrZvqK6N05NPLk17pfgQQs1xVZiOVNIpVnWlZpX%2FenZrxDS%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"2020 Lenovo Yoga C940-14IIL - 14"" Laptop Computer - TouchScreen Tablet w/ Stylus",,,$349.00,US,,Used,https://www.ebay.com/itm/285334638663?hash=item426f451047%3Ag%3AnlcAAOSwCwlkjLMB&amdata=enc%3AAQAIAAAAwMXD710jVbfKyegh8sg%2BLAXBXDwXi5IrJSW%2BCZCQan7H7XPKX%2BE3vdVvfDwz295a3qmGyHTNSkPgq%2FkPZNZ8NiEM%2FeXuCfBTlFtzKn%2BpJWYiduo3roF7qejcxZiiod%2F75pEIzTzm%2FSPCqchSZymwFaA1qX8EZyOSfD77phiQ%2FhfxWLJ%2FSMN0DkeWhb7XrsCc9qnuXZagD%2BEizh%2F0p5AkAGIc%2FMsfkTDdDU80Q5nvFOLmwrfYxQ1a7PE%2FOoMIMm5HlQ%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Lenovo ThinkPad X1 Carbon 14'' (512GB, Intel Core i7 8th Gen., 4.2 GHz, 16 GB)",,,$172.50,US,,Used,https://www.ebay.com/itm/325696840196?hash=item4bd50b6204%3Ag%3AtwgAAOSwy%7EdkjK-Y&amdata=enc%3AAQAIAAAA4Lka3%2Bm4NkM%2Ba7YtjoHrbMOyhtiNyBWulc6VssQS%2Frl%2BPgagW6OAidQqUm8KDkH%2F%2B9%2FZvHU1q29IBOOO5ApEEGVDxTu9lmMTs6%2BYwt5AiIBtHCod2vjMYpYRMBikcXy5kZvkJaoqvl4ksnEvCfHAUXF9L2kIzutylbIFdEizzgV6lNtQnKqpfpwzffYFgt5aVrQcU%2BlUNF3AaELkBF55KXJpe%2FNfxeBuUE4z6DuIBTakITk6CIGoVue6ual7iNdDIDoRw46Vzwc%2F4hlwn4rgzWJixsV2bwm7ZIyP6%2BZ5VE9r%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Chromebook C740-C4PE 11.6, Intel 1.50GHz, 4GB, 16GB, ChromeOS w/ Charger",,,$4.99,US,,Used,https://www.ebay.com/itm/285334632163?hash=item426f44f6e3%3Ag%3AbSkAAOSwU7tkjK%7EH&amdata=enc%3AAQAIAAAA4M0Ph8sOVbdXkrO5mCbrfvMPhzmVyAujbebvTB0UaVM4qnyo9GecpvkzDqpRVcjFkfIi92MKWb7584Wh6tMN84hIVY2XznDwLMAAd99ehwjDTXCptcwQT2V29HQqtonnf59y2bg%2B9uCOarD5iLdO8SkE%2BpPPz%2B%2F4%2BXH1R8UmUOV3y%2BKC1%2F8K%2FqWdvBw6wRT1LsmXtkm6HJwd1VHHLt6qjoX0hmjOobl3Em0BjMVkpXEcLDrnwM5DDky0Wp1yoZBKZU4xw4TXicJB4lxsNeG8W0g2hsjCDVCe%2B0CRsBfbUTcE%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"ASUS ROG Strix G513RM-WS74 15.6"" AMD Ryzen 7 6800H, 16GB RAM, 1TB SSD, GeForce ^",,,$365.00,US,,Used,https://www.ebay.com/itm/204369550202?epid=28055059968&hash=item2f955fdb7a%3Ag%3AbiMAAOSwMShkghb9&amdata=enc%3AAQAIAAAA4HQOg0bfO6VPIYI2BXr%2BB2BaruzTj95z8Fnw4YF6sXuT1%2FP8x0ILqppm0M7bX%2By06%2Byx9Sfl%2BqFSIRcOObR3RrAi28Feypd%2FH61%2BgHHk0oQInjLMuhiYQmlhgNrdk3bE9tOuPu7x5GNxRfrx6fY%2FXOMxFxZ6rO%2BG8E49AH3%2Bxaka40QvwSRY22QjoPJPFj6Iij0Y5Inzwg%2BtoicXz73M4W8Ofq5hCxSRLAUhPZBNkbFPBziRnn1BNPvlv8q8s0B16MI%2B%2B2YVv4PdOpaQCVBqoDdOVUkIQTcOb%2FNTGzfQ7izF%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Chromebook C720-2844 11.6"" 16GB, 1.4GHz, 4GB",,,$4.99,US,,Used,https://www.ebay.com/itm/285334615153?hash=item426f44b471%3Ag%3AlmEAAOSwPahkjK6J&amdata=enc%3AAQAIAAAA4AjigEGxuQxHyFIHVPQ07g9HopRc2ln8HZnpEMgYP6SDPvPmlJmlI5fDYV7g4yUiLvPcySY9JZUQeOrphH0NgnxhdRmdam825o9ChJYphdGTLcCLN2GPXhm%2FVBjdVbkNNw8aFAmYdIJrZOQUQESWjUGr92lm13l5o6WTnzWjov4u0BOUwfmxEDdPUGr7E%2BukppZvjyjplsLvsN5wokK%2BdlonU%2FOPSCXtQzMjispQPBb1u1r6buUavAW3iiGeOuK5BMaVlKlgFu4tFVk51mfT9EeEDK9HVl7eQ%2B1T3rkbXM7p%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Chromebook C720-2844 11.6"" 16GB, 1.4GHz, 4GB",,,$4.99,US,,Used,https://www.ebay.com/itm/285334594312?hash=item426f446308%3Ag%3A34oAAOSwAJdkjKxf&amdata=enc%3AAQAIAAAA4KZYbGLnmi73n%2BkCRXNtTyuDo3mTbNkYDYNrQxjBRtcjtBIV2R3CKHW54nLyTwq142g%2BpRqzqrUtf1Wv8tPAHgKLc%2FuUNYSkALAXdItpO0Awa07kX9rMcnpUhAPaZ7xBmJpLqK7rFSUcf9n6pabnbOHBJQU8J3GXbe3A9zwsVzSWvcZG9bYvFUdMSaEx1eJsUlWOBqoTWx4k0CeJTvsDDtrVnstRwAgztlWkbQiOUw6zfg1%2Fx8lhYycZrQ2OFbCDTESi%2BliCmFfNRrCR22mN2cfZw2pHCPCX5hFvIEHcnsGD%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Chromebook C720-2844 11.6"" 16GB, 1.4GHz, 4GB Gray",,,$4.99,US,,Used,https://www.ebay.com/itm/285334580700?hash=item426f442ddc%3Ag%3A--cAAOSwBpRkjKsO&amdata=enc%3AAQAIAAAAwAYM%2B8Z6FkfwsxltI6GoWkSSxFNL7xoOROsVXk4ahbFeAsiVsLk6n0vZtZfzq73p0FSM%2BHhfXxXgdFkYK%2BbyHsh%2FSZtAeUHydsq4EZl2hgqHGJpWomvp7qkFk%2BOuBL%2FFccaZO%2Bm2pG7xT5vU8bB%2FeuV1%2B%2BYvS8qodSiY0LPmwr7RuWm4hUdbjne6gLshn%2BEyf4i9%2FYYQVHxRhGmyOy9%2BVspUpxMB2DwLlaGrX1gt%2Bia9gaZkGAzl0enyUI6x7FMLHg%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"dell latitude 7480 i7-7600u 2.80ghz 16gb Windows 11, Office ",,,$53.00,US,,Used,https://www.ebay.com/itm/385687753619?hash=item59ccc81393%3Ag%3AWY0AAOSwWbtkjKSZ&amdata=enc%3AAQAIAAAAwP326ZAqRQwXihDCuHNVRdtWttGU169lUXPZfI6tDvODYPajHKNeXCB1Pu9M%2FaHLtjhJSsT%2BrORgz2NiCEawamfmKEG3W6R9vbA8dnJb1FUer887HXvk0b3fqbTkerzMJRs6YgVT2mUU5eIJg6pL0uBqIBqH%2F9biQV%2FrbjNMC9QlS%2BoxzsDI10PJQ%2FYODgMWCmjEPoTbmkyyph6qB5RoZ3r0ITfWB0A83Yfl%2FQcDiu0xEEUkgguIBnvIT3i7m385tA%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
dell laptop inspiron 15 7000 series,,,$29.00,US,,Used,https://www.ebay.com/itm/314652698722?hash=item4942c32862%3Ag%3AnSoAAOSwLA1kjKPc&amdata=enc%3AAQAIAAAA4KD%2BQuHmPe%2BI3lgAjeViY8kvueKEUAMoB8L60zBTbiog2Rl%2FDwNyrm1%2BtZaieHhpiWGvEM8gBzkWHKpN67ic4fk%2FsHQx%2BSr6HGFwaFchEalnLOSYZW4d2TAJ0lE6Sqn2CqufgR9s%2BPPybGDfLUrnWFR2bRNzqknS5zK3%2BWt0XTi%2BrPJAJLpdJWViN1Ou0huaMy44CwfxkkfTvp3HWBHJzojnL06vcBypg%2BfhipTUh39GL7zyNLW%2FrTP7ex8zc%2Fdhdr06GX7mj830Q9f4H0WvE0T1L4bGrtsa77jV%2BHNf%2F2Jp%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Lenovo IdeaPad FLEX 5-1470 14""  i5-8250U @ 1.60GHz - 8GB DDR4 - 256GB SSD",,,$199.00,US,,Used,https://www.ebay.com/itm/266304844476?hash=item3e010172bc%3Ag%3AIW8AAOSw8zNjiNmy&amdata=enc%3AAQAIAAAAwMYvO6FpBM3A83Wb%2FHr1KlC%2FOUT%2FfZPe8Dm7vB%2BBppF1X%2F4EhqRWwVlVskZ9E1ik5aNaH7%2BG9axGB3fH0uSbEENFkWGRXEd8F%2BYr5uiRJL%2FepmMMp5ir1AMeDhgw3LKjvTs9FkcZOBHbiF7qAmR7Ah5UnkElOIE92OLhhwWbIchKizTT%2FJg%2ByNaCPeJOZrAqQeMqfLD69DhghD63YIltArGv%2BAXsWn56QmV%2BTvJhMNy1qy8vTDEc%2F3lRck6v8TAQKA%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"LOT of 2) Acer Chromebook C720-2844 11.6"" 16GB, 1.4GHz, 4GB Gray",,,$5.50,US,,Used,https://www.ebay.com/itm/285334485373?hash=item426f42b97d%3Ag%3AX%7EAAAOSwE4dkjKGM&amdata=enc%3AAQAIAAAAwImHWyxo3mSsVdj9NE21fG28AtA%2FfdUJJXAqYbcF4YDKxRATwucHvAZgyrHgHEV5SIODrCt%2F2n5MAqmDlsItPybr6avf4J46dP3%2F%2B8y1jasu5nhfDk8wWUDtKm7RrvvA5MF5e%2Fzwl9Pd%2FvfjAm%2B7xxqtUFcN%2FH17Ev9Jvxq8GYWLkaJnoEENzylqWpLrvW6t3hwsBJTI%2B62YS70PsW%2Bdjd%2FtBudiRiNAajUcbqp9Lq9UJw6q%2FY3bweSeb47iK1Aiow%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Dell Latitude 7400 2-in1 i5-8365U, 8GB 2133MHz LPDDR3 RAM, 256GB NVMe SSD",,,$52.00,US,,Used,https://www.ebay.com/itm/155612214584?hash=item243b35f538%3Ag%3A4hwAAOSwtVdki-P8&amdata=enc%3AAQAIAAAAwECzZrqtr4F6TF6egI7LfzkoHj7Tla99VB9P4CNgMvKergovGa2URinDNjROjqQm9GGfeQaQX%2FnHvi112SR%2FS%2Brz5P8BgTVWH7p3OfnWmrqmUH9%2BqIfASnkDGVnrvN3gihhZvi4DL3iJajvYUDTy0hACf2tg4Nw6Dty162%2FjjV7D4UTspIMiEZ3mB1XZVB1%2BrPko%2Bt5AcPDzK7GlU9lIgpINrsevzZwxd4%2FMy8YspXSUmjjc1MusVwYkQV61YTK0Xg%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
Dell XPS 17 9700 Laptop i5-10300H 1TB SSD 8GB DDR4 RAM C Grade,,,$650.00,US,,Used,https://www.ebay.com/itm/266304844478?hash=item3e010172be%3Ag%3AbRMAAOSwFdFjhjRU&amdata=enc%3AAQAIAAAA4OFV8N4ofjI2DHn7Tq0B4rgK0oAlWRGW%2Bsh3C3rzQ3DsxPDZsNuNfvVJNY9HiArZ%2FlLcX3N4BYBLCqUTKNHddWTSLm1UllFBhbsqGbczBqOlEy8kkH3Arj9ErXO9w2dPctAtoBGizbN7ZsJYW5YPdwiGf3DrQW8tbyI9714JGos9TeCvweOsd16LEnw6qDsy5GkGwvo84bLrujyOg1oHC1t4pHSqXlTzqiGZl37S7aWWTBS3SmOsv%2FP3wg5zy5K0Oinp7y1nvahNFANguXmANm2Ne98e4m7WaGX7lAYiz2yr%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
msi katana gf76 gaming laptop,,,$600.00,US,,Used,https://www.ebay.com/itm/256112060101?hash=item3ba177e6c5%3Ag%3A3XAAAOSwMP9kjKCj&amdata=enc%3AAQAIAAAA4JL2wOoH9sx1XhF7JFrjGNM8TkCffkrB%2BYck1IQDzTMZLt8qf2RnDXYr0ekxdlzNVqqM3K4lZBYb4stF6YugDadbuzrbzxsV%2Frk8vukho6CdCqQkmYrUd21iAfbVTV181YtwicRayBi5ndNVybGav1tW9CUvZT1MvSdyPeAOdJxG1LO%2FxCkInm5t9vSjm6RuOC7BIRZT33w9noxuly%2BXmm5LnRMIXJsGYQuP3%2BQaF2vAvPlXpjwN4oGWPnGn8ajVrmXVWjyRdhVaWelCbfAtm6j6oH6WDIxBTHq7u1NT2E4U%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Used As Is ) Lot of 3 Dell Chromebook 11 3180 - 1.6 GHz, 4 GB, 16 GB, No charger",,,$55.00,US,,Used,https://www.ebay.com/itm/266307459250?hash=item3e012958b2%3Ag%3A1dwAAOSwBy9kjJ5G&amdata=enc%3AAQAIAAAA4L6%2F%2BoRw94jAJyOPebTW5z44U2tlgaRisDuz6OkP4gp4EBlRKOne81o8Yj42cBb6aaTtQXtgixwryAX0wSNawHbqtacz20qziiGK%2By%2FBkrdU3Qr4%2BEq9IX%2B45FwXWZ51xOXtyn9kMn5XqWRpMNQkqwCYHlkJLkqxV0z1pvN1DLRa%2FMAmJHvWz3%2FJ99zxIixYbPyQiQRFX15PJpzpAl8k1Xzpnx8sjph%2BquOsFqPu1eNEhBAA95rVO4pfQpoeJ0hSJDR0CnbeNcYhTjsqBKYdulztmIQl0BBE04zixE7SVGph%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Dell XPS 15 9500 i7-10750H 32GB RAM 1TB SSD 15.6"" (1920 x 1200) GTX 1650 Ti B",,,$560.00,US,,Used,https://www.ebay.com/itm/266300856668?hash=item3e00c4995c%3Ag%3AoV0AAOSw0t1jd82k&amdata=enc%3AAQAIAAAAwFb9XRYP%2BgJNjeiucsRCdrfrazRPol4gPV3CN0x8TYCthwBj%2F%2BuIQWD5vFgUwwwJKN2WLDqvgBf7ncYQCaCHkOdywHzZgarmGouLhQ7BXmE16P6gdqeCEziIg%2BZiRC5cqW1yjMYh4q0i9E22c2QkVpIj1DXyN%2BjPMqIs5j48g8XN9Euc8COIwK6if4sJZyjtJ5LLnVJhKgsaECwLzIt6aJtM8rOeYDGUemKAijVTNbF8%2F%2BlZRn3sgDVxuZ1MPaYvMw%3D%3D%7Ctkp%3ABk9SR6bbxoGcYg&LH_Auction=1
"Acer Aspire E 15 15.6"" Intel Core i3-7100U @ 2.40GHz 4GB RAM 1TB HDD Win 11",,,$82.00,US,,Used,https://www.ebay.com/itm/166176516284?hash=item26b0e468bc%3Ag%3A9KEAAOSwqNhkXp%7Ek&amdata=enc%3AAQAIAAAAwBMYvczUoWaZoBys%2F4oGlsYL%2FT1LuCVrS1eVdsr7JSaknyFCyYpfZ2qTMiboOmk1BARQ7%2F%2FSYztVglOj21ZuqxwyUIAgDyWxvjB80sSGq6cPW7xxuLUi%2FCluXRrcILNl9NcAHpEKeXeg1u9AYwiiuo7hxDzDjIzSnyYncDM%2FIyWEff8CNhmtkYGG4lPocMzhMLX%2BB2CVmi4Sf1LaBuFnipiOGOc0VsuAiTIxi4bNsUZXmbmvYtIjYFD%2F%2BcPHE7K2BQ%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
"Microsoft Surface Pro 8 13"" intel i5 2.60Ghz 8GB 1TB Graphite / Keyboard & Pen",,,$410.00,US,,Used,https://www.ebay.com/itm/266300850129?hash=item3e00c47fd1%3Ag%3AzckAAOSwBpRkjJ5D&amdata=enc%3AAQAIAAAAwGVz7I0Dvgn56bTZRvagh6ACvenJNCafqDGaX0HKtdyZCrjR0MTXdQgLG8k%2FEtcaxVbjidHuvORl3Lp%2BK3C4D9XPp%2FcpglfDcYyaubfT5RdOyqI5SyIl4%2ByO%2BoHvgff0nQIqnv%2FB51ABw5topC4%2FlSrHFrtsNyMKIyPmLdT%2Bs0B7Bx%2BokgGNluRFp1dnHf25FMeVTvZgP4uWO7LQCu8rX7ccp8lBvazuAnLTEinahnzSxZeaV2uLTK%2BBC%2FvjYVgFVg%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
Panasonic Toughbook CF53 Core i5-2520M 4GB Ram No SSD W/BATT [NC32],,,$46.00,US,,Used,https://www.ebay.com/itm/314652636442?hash=item4942c2351a%3Ag%3ADTMAAOSwJ1pki3pb&amdata=enc%3AAQAIAAAAwFJvGtcRXd88LCj02i9l7539IrfByMpoW1WdQR8lDboTerlPflqr08VXgli6sU58h68b7fmeQD9EViDs3RkNoUS%2BW%2BZpbzg8aEeiN9egzZ0FSqslkyVfcr7dRj60zGy1qQYiDIM4%2FVjCM9uWajvtQG2z%2FFPwG%2FiHdbIeVK%2BXGubhDG9NQlMsvp2c8zcwk%2F1XYvjRbCTbP%2BIofyQMRltFQ0jSaF%2FcJ%2F7l2%2B4AXRkAJL1ENZf90N1zCNzn4G%2FAmdpwuw%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
"LG gram 2-in-1 16"" 2560x1600 TOUCH i7-1165G7 16GB RAM 512 GB SSD 16T90P-K.AAB7U1",,,$400.00,US,,Used,https://www.ebay.com/itm/266304844474?hash=item3e010172ba%3Ag%3A6p4AAOSw1M9jWAfc&amdata=enc%3AAQAIAAAAwOaK2s1AUPUVFuGm32RID6D8SvwLA8YS%2FdoRKsFiupqcPV4oDwTrgnZhmp0thk1ryywDn8m7%2BADMsJHMbsFKn%2Fz7H20N5qPmNl0fliVypnL%2F0WRPd9EijwXjW%2FfcLR2ZVVDKZhupKrrVL5EiD1kUpoTTphjao9%2FDTnBVFkx535nSkN2KHQHGc39SG%2FJJ51%2FPa90q03Jwe4SXuXYvGDx4AyNgNBunxzeezNHAPHnG%2FAvZmBJ3sPIuISKg0pr5byGDnA%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
"LG Gram 16"" 16Z90P-K.AAE7U1 2560x1600 i7-1165G7 16GB RAM 512 GB SSD B Grade",,,$360.00,US,,Used,https://www.ebay.com/itm/266300847309?epid=11052130611&hash=item3e00c474cd%3Ag%3A1O0AAOSwRq9jTs-Y&amdata=enc%3AAQAIAAAAwOR2xEaHXiH4BFt2ioPZ4Ao%2Fwv3YnbZzx%2B%2FjP%2FtLpbgLLOkgpgNEKw0DM2o2Zj%2FlbeAadSSKRzkbmBNFel%2FjX76tOXRS6GcKnSbe0thejVnSl0boyF0S9OPG2Uvo8ofgz5fh9mkOD6xWV50FzugK72PH90sFzJ%2BW6ciI4uY2aGx2R2np42ZSjego0YDmVXemPidFEExrH3CdU5xpe6i4L64kLam%2B%2BnZGfQ1MAWtl4PF7YIwl24TbD5Ob2lRUrxqcTA%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
"Dell Inspiron 16 7610 16GB RAM 1TB SSD Core i7 1800H, Mist Blue, B Grade",,,$399.00,US,,Used,https://www.ebay.com/itm/266304844483?hash=item3e010172c3%3Ag%3Aum4AAOSw2VNjD8ht&amdata=enc%3AAQAIAAAAwISjJ5HiENuLJvo%2BDu4vhL5W2axwmEh3MwnDX0xFt2YIgOn00uS%2FEg9wLosQzsp3AzQmETDkU2qxcURj%2FdBYpmqxiJakHKLxmR5N2zgY3UCMk6ERdQ7fr4M3BwrfuWUyRfqkBnhtx64EWm0h1pvjGa5%2B4t3CZLu4obk5iMk5Zc60lr5NtfUyHI77MNrUtczjYBk6I2wba3%2Bb63oh9x%2FNQoZ3XxH7XsLzIFDnS%2FvVSSyqY7i2UAa%2FRawGMF%2BMaURLhg%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
"Dell XPS 9710 17, 512GB 16GB RAM, i7-11800H 2.3GHz,  GeForce RTX 3050, W10H",,,$625.00,US,,Used,https://www.ebay.com/itm/266300842841?hash=item3e00c46359%3Ag%3ANRYAAOSwGfpkjJsk&amdata=enc%3AAQAIAAAAwNi3fRi49ML%2Fso31kfhwMd9YJMXbPDPxlARalHANpaObDaOxZeFmM4tM2IT2YWgQxK5K4X%2FWXI%2BG66UM9P9KWIO02acU2o5yX4k4pk8vczK8oM1QZHo4acWPQI8Ny3nMutssr8o3oGWXL7eHKM4RFjtZ2DPifCFtK6S07wnbDgqWSQf9hzJTAnBliso%2F0Xzuiua2Vq%2FC1jExBvGtpGPYqDpLLpG8HZoOQBbg3N48nZCdGrmANSTBeic5neD7jF6qXg%3D%3D%7Ctkp%3ABk9SR6jbxoGcYg&LH_Auction=1
